Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Education_Encoded,Marital_Divorced,Marital_Married,Marital_Other,Marital_Single,Marital_Together,Marital_Widowed,Channel_Catalog,Channel_None,Channel_Store,Channel_Web,Product_FishProducts,Product_Fruits,Product_GoldProds,Product_MeatProducts,Product_SweetProducts,Product_Wines,Customer_Activity_Level_Encoded
41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,54,4465,2,3,31,6,0,5.166666666666667,4,0.3333333333333333,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,49,4451,1,3,518,17,0,30.470588235294116,12,0.058823529411764705,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,54,5028,1,3,530,19,0,27.894736842105264,11,0.21052631578947367,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,49,5020,1,3,506,21,0,24.095238095238095,15,0.3333333333333333,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,53,4595,1,3,70,6,0,11.666666666666666,9,0.16666666666666666,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,54,4736,1,2,54,6,0,9.0,8,0.16666666666666666,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
32233.0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,52,5093,1,2,296,12,2,24.666666666666668,15,0.16666666666666666,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,51,4656,1,3,266,15,0,17.733333333333334,9,0.26666666666666666,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,66,5041,0,2,747,19,0,39.31578947368421,8,0.05263157894736842,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,62,5067,0,1,895,29,1,30.862068965517242,8,0.034482758620689655,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,50,4641,1,3,1053,17,0,61.94117647058823,10,0.11764705882352941,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,52,4782,1,3,735,21,0,35.0,13,0.09523809523809523,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,57,4568,1,3,20,5,0,4.0,8,0.2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,74,5023,0,1,205,10,0,20.5,12,0.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,68,5057,1,3,2092,21,0,99.61904761904762,8,0.09523809523809523,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,50,4987,1,2,309,14,0,22.071428571428573,14,0.14285714285714285,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,71,4906,0,2,1722,22,1,78.27272727272727,9,0.045454545454545456,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,62,4947,1,2,900,15,0,60.0,10,0.26666666666666666,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,82,4628,0,1,682,20,1,34.1,16,0.05,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,64,4856,1,2,663,22,0,30.136363636363637,10,0.13636363636363635,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,48,4499,1,2,43,6,0,7.166666666666667,5,0.16666666666666666,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,55,4848,1,3,1816,18,0,100.88888888888889,10,0.05555555555555555,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,77,4452,1,3,976,27,0,36.148148148148145,9,0.1111111111111111,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,82,4866,0,2,746,21,0,35.523809523809526,6,0.047619047619047616,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,76,5106,2,4,64,6,0,10.666666666666666,9,0.3333333333333333,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,65,4640,1,3,32,5,0,6.4,6,0.2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,36,4961,0,2,263,9,0,29.22222222222222,12,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,41,5088,1,3,1445,21,0,68.80952380952381,12,0.09523809523809523,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,70,4787,1,3,46,5,0,9.2,6,0.2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,73,5013,0,1,1210,28,0,43.214285714285715,16,0.07142857142857142,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2
65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,50,4623,1,3,945,24,0,39.375,8,0.041666666666666664,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,37,4759,0,1,1157,22,0,52.59090909090909,4,0.045454545454545456,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,34,4787,0,2,137,8,0,17.125,9,0.125,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,67,4974,1,2,730,25,0,29.2,10,0.24,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
39665.0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,45,4814,1,3,216,12,1,18.0,11,0.25,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
60152.0,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,47,4872,1,2,943,23,0,41.0,9,0.043478260869565216,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2
48920.0,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,62,4666,2,4,347,16,1,21.6875,13,0.1875,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
89120.0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,67,4518,0,2,1924,19,1,101.26315789473684,6,0.05263157894736842,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
44124.0,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,80,4828,1,3,397,17,0,23.352941176470587,14,0.23529411764705882,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
81169.0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,51,4855,0,1,2089,22,0,94.95454545454545,7,0.045454545454545456,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
36443.0,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,65,4925,2,4,138,11,0,12.545454545454545,11,0.36363636363636365,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
26095.0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,36,4778,1,2,42,5,0,8.4,8,0.2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,67,4724,0,2,777,17,0,45.705882352941174,6,0.058823529411764705,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,82,4534,0,2,1902,20,2,95.1,9,0.05,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,61,4567,2,3,52,7,0,7.428571428571429,9,0.2857142857142857,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,39,4534,0,1,1651,13,1,127.0,7,0.07692307692307693,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,35,4731,0,2,358,13,0,27.53846153846154,10,0.07692307692307693,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,73,5051,0,2,1727,16,2,107.9375,8,0.0625,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,39,5073,1,3,210,10,1,21.0,8,0.3,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,40,4986,1,3,42,5,0,8.4,9,0.2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,68,4628,0,2,1291,20,0,64.55,6,0.05,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,49,4435,0,2,442,15,0,29.466666666666665,7,0.06666666666666667,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,62,5100,0,1,1895,17,0,111.47058823529412,12,0.058823529411764705,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,66,4652,2,4,411,19,0,21.63157894736842,10,0.3157894736842105,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,51,4913,1,2,521,19,0,27.42105263157895,9,0.21052631578947367,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,57,4698,1,2,1168,17,0,68.70588235294117,5,0.058823529411764705,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,49,4425,2,4,493,23,1,21.434782608695652,15,0.30434782608695654,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,64,4845,2,4,260,12,0,21.666666666666668,7,0.16666666666666666,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,44,4791,1,2,46,7,0,6.571428571428571,8,0.2857142857142857,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,75,4858,1,3,319,16,0,19.9375,13,0.25,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,59,4576,1,3,96,7,0,13.714285714285714,7,0.14285714285714285,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,59,4548,0,1,1062,16,2,66.375,12,0.0625,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,74,4739,1,3,232,12,0,19.333333333333332,4,0.16666666666666666,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,45,4602,1,2,76,9,0,8.444444444444445,10,0.3333333333333333,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,49,4648,1,3,54,9,0,6.0,11,0.3333333333333333,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,57,5106,1,2,201,11,0,18.272727272727273,11,0.18181818181818182,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,42,4992,1,2,406,14,0,29.0,10,0.14285714285714285,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,44,4740,0,2,1919,20,3,95.95,10,0.05,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,50,4804,1,3,662,20,0,33.1,7,0.1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,36,4527,1,3,41,8,0,5.125,7,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,62,4587,0,1,1600,14,1,114.28571428571429,4,0.07142857142857142,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,46,4622,1,3,134,8,0,16.75,9,0.125,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,58,4568,2,4,69,10,2,6.9,11,0.4,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,53,4506,2,4,21,6,0,3.5,7,0.3333333333333333,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,63,4504,2,3,54,7,0,7.714285714285714,4,0.2857142857142857,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,37,4496,1,2,91,8,2,11.375,10,0.25,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,55,4556,1,2,526,18,0,29.22222222222222,12,0.1111111111111111,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,63,4851,0,2,162,8,0,20.25,11,0.125,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,77,4649,0,2,1008,25,1,40.32,4,0.04,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,74,5069,2,4,240,16,0,15.0,12,0.375,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,48,4899,1,2,795,21,0,37.857142857142854,11,0.09523809523809523,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,44,4864,0,2,1772,19,1,93.26315789473684,7,0.05263157894736842,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,56,4744,0,2,64,8,0,8.0,7,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,67,4817,1,3,1957,20,5,97.85,11,0.05,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,48,4707,1,3,78,7,0,11.142857142857142,7,0.14285714285714285,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,46,4792,0,1,1572,19,0,82.73684210526316,8,0.0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,55,4783,1,3,795,26,0,30.576923076923077,12,0.07692307692307693,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2
62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,56,4579,1,3,889,26,0,34.19230769230769,10,0.19230769230769232,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,63,4650,1,2,331,15,0,22.066666666666666,6,0.2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,76,4436,1,3,265,12,0,22.083333333333332,7,0.16666666666666666,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,64,4985,1,2,1065,19,0,56.05263157894737,12,0.21052631578947367,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,75,4709,2,4,11,4,0,2.75,6,0.25,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,47,4773,1,2,21,4,0,5.25,7,0.25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,56,4983,2,4,17,4,0,4.25,8,0.25,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,52,5069,1,3,369,16,0,23.0625,11,0.3125,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,58,4567,2,4,38,6,0,6.333333333333333,8,0.3333333333333333,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,48,4703,1,2,177,11,0,16.09090909090909,12,0.2727272727272727,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,56,4746,1,3,279,12,0,23.25,10,0.08333333333333333,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,45,4684,1,3,62,7,0,8.857142857142858,10,0.2857142857142857,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,49,4928,1,3,1230,21,4,58.57142857142857,11,0.14285714285714285,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2
51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,58,4503,2,4,182,11,0,16.545454545454547,11,0.2727272727272727,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,56,4724,2,4,49,10,0,4.9,11,0.4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,60,4700,2,4,75,8,0,9.375,7,0.25,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,70,4769,2,4,227,16,0,14.1875,11,0.375,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,52,5010,2,4,215,15,1,14.333333333333334,9,0.3333333333333333,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,75,4882,1,3,444,20,0,22.2,15,0.35,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,59,4666,2,4,47,5,0,9.4,9,0.2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,75,4854,0,2,143,7,0,20.428571428571427,9,0.14285714285714285,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,43,4501,1,3,55,7,0,7.857142857142857,8,0.2857142857142857,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,55,4486,2,4,63,11,0,5.7272727272727275,6,0.36363636363636365,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,71,5058,0,1,1867,22,4,84.86363636363636,8,0.045454545454545456,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,65,4702,1,3,611,20,0,30.55,6,0.1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,71,4457,1,3,473,18,1,26.27777777777778,14,0.16666666666666666,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2
24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,67,4727,0,2,55,6,0,9.166666666666666,5,0.16666666666666666,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,42,5039,1,2,81,7,1,11.571428571428571,9,0.2857142857142857,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,51,4978,0,2,2086,21,3,99.33333333333333,7,0.0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,61,4645,0,1,1478,20,0,73.9,4,0.05,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,4564,1,3,49,5,0,9.8,5,0.2,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,54,4705,0,2,382,15,0,25.466666666666665,4,0.06666666666666667,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,51,4697,1,3,69,9,1,7.666666666666667,10,0.3333333333333333,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,57,5025,1,2,67,6,0,11.166666666666666,9,0.16666666666666666,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,57,4667,2,4,30,6,0,5.0,9,0.3333333333333333,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,48,4804,1,3,63,9,0,7.0,8,0.3333333333333333,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
