ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Enrollment_Year,Enrollment_Month,Enrollment_Day,Age,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Avg_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Preferred_Shopping_Channel,Product_Preference,Customer_Activity_Level
10727,1970,PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,2013,11,19,56,56,4636,1,3,1586,25,0,63.44,15,0.08,Store,Wines,Medium
9624,1958,PhD,Together,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,2014,6,13,68,68,4430,0,2,963,14,0,68.78571428571429,4,0.07142857142857142,Store,Wines,Medium
5156,1970,2n Cycle,Married,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,2014,1,15,56,56,4579,1,3,889,26,0,34.19230769230769,10,0.19230769230769232,Store,MeatProducts,High
4376,1960,2n Cycle,Single,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,2014,2,15,66,66,4548,0,1,93,7,2,13.285714285714286,9,0.14285714285714285,Store,GoldProds,Medium
8923,1973,Graduation,Single,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,2013,4,18,53,53,4851,0,1,1587,21,1,75.57142857142857,9,0.047619047619047616,Catalog,MeatProducts,High
8461,1962,Graduation,Divorced,46102.0,2,1,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,3,10,64,64,4525,3,4,16,4,0,4.0,8,0.25,Store,Wines,Medium
6945,1952,Graduation,Single,84574.0,0,0,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,2013,6,4,74,74,4804,0,1,1375,32,0,42.96875,14,0.03125,Catalog,MeatProducts,Low
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,2013,1,8,64,64,4951,1,3,393,14,0,28.071428571428573,8,0.07142857142857142,Store,Wines,Medium
1907,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,2012,9,28,76,76,5053,1,2,1477,26,1,56.80769230769231,15,0.19230769230769232,Store,Wines,Medium
701,1971,Graduation,Married,73691.0,0,1,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,2013,11,6,55,55,4649,1,3,1179,18,1,65.5,8,0.1111111111111111,Store,Wines,Medium
3856,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,2012,10,5,66,66,5046,1,3,1005,26,0,38.65384615384615,6,0.15384615384615385,Store,Wines,Low
4149,1948,PhD,Together,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,2014,5,13,78,78,4461,0,2,1348,21,0,64.19047619047619,7,0.047619047619047616,Catalog,MeatProducts,Medium
2131,1959,PhD,Divorced,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,2012,12,30,67,67,4960,1,2,1307,23,0,56.82608695652174,15,0.17391304347826086,Web,Wines,Medium
2942,1964,Graduation,Single,45906.0,0,1,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,2013,5,7,62,62,4832,1,2,486,15,1,32.4,10,0.13333333333333333,Web,Wines,High
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,2013,3,10,79,79,4890,0,2,2252,13,3,173.23076923076923,6,0.07692307692307693,Store,Wines,Low
4381,1971,PhD,Married,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,2013,8,18,55,55,4729,2,4,235,17,0,13.823529411764707,9,0.4117647058823529,Store,Wines,Medium
4611,1970,Graduation,Together,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,2013,1,21,56,56,4938,0,2,1724,30,3,57.46666666666667,12,0.0,Store,Wines,Medium
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,2013,12,13,56,56,4612,1,2,235,11,0,21.363636363636363,7,0.09090909090909091,Store,Wines,Medium
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,2014,5,23,49,49,4451,1,3,1092,28,0,39.0,11,0.10714285714285714,Store,Wines,Medium
10928,1958,Graduation,Together,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,2013,9,16,68,68,4700,1,3,599,17,0,35.23529411764706,12,0.11764705882352941,Web,Wines,High
4248,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2014,2,17,66,66,4546,0,1,2008,19,1,105.6842105263158,5,0.0,Store,Wines,High
6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,2012,8,27,41,41,5085,1,3,48,6,0,8.0,10,0.3333333333333333,Store,MeatProducts,Medium
6661,1974,Graduation,Married,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,2012,8,12,52,52,5100,1,3,1174,32,0,36.6875,15,0.15625,Store,Wines,Low
4725,1950,PhD,Together,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,2014,4,13,76,76,4491,1,3,67,7,0,9.571428571428571,3,0.14285714285714285,Store,Wines,Low
3277,1955,Graduation,Divorced,49431.0,0,1,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,2012,8,3,71,71,5109,1,2,365,15,0,24.333333333333332,15,0.13333333333333333,Web,Wines,High
5555,1975,Graduation,Divorced,117418.0,0,0,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,2014,2,7,51,51,4556,0,1,6,0,0,0.0,0,0.0,None,Wines,Low
2564,1953,Graduation,Together,61278.0,0,1,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,2014,1,4,73,73,4590,1,3,165,10,0,16.5,9,0.2,Store,Wines,Low
946,1958,2n Cycle,Together,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,2012,9,22,68,68,5059,0,2,210,11,0,19.09090909090909,9,0.18181818181818182,Store,MeatProducts,Low
3867,1947,PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,2013,8,31,79,79,4716,1,3,1095,26,0,42.11538461538461,13,0.038461538461538464,Store,MeatProducts,Medium
6940,1966,PhD,Single,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,2013,10,21,60,60,4665,3,4,223,12,1,18.583333333333332,9,0.3333333333333333,Web,Wines,Low
55,1963,Graduation,Together,56253.0,0,1,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,2012,12,7,63,63,4983,1,3,597,22,0,27.136363636363637,13,0.18181818181818182,Store,Wines,Low
7093,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,2013,11,14,41,41,4641,1,3,22,4,0,5.5,7,0.25,Store,Fruits,Low
5084,1975,Graduation,Widowed,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,2013,12,25,51,51,4600,1,2,1064,24,0,44.333333333333336,10,0.041666666666666664,Store,Wines,Low
1777,1980,Basic,Married,25965.0,0,0,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,2012,9,7,46,46,5074,0,2,74,6,0,12.333333333333334,10,0.16666666666666666,Store,FishProducts,Medium
8162,1956,Master,Together,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013,1,1,70,70,4958,0,2,26,5,0,5.2,7,0.2,Store,MeatProducts,Low
10826,1959,Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,2012,12,28,67,67,4962,0,2,60,5,0,12.0,9,0.2,Store,FishProducts,Low
8754,1974,PhD,Together,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,5,16,52,52,4823,1,3,20,4,0,5.0,8,0.25,Store,Wines,Medium
1987,1987,Basic,Single,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,2013,9,25,39,39,4691,1,2,59,7,0,8.428571428571429,8,0.2857142857142857,Store,FishProducts,Medium
11007,1968,PhD,Married,29187.0,1,0,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2013,5,9,58,58,4830,1,3,34,5,0,6.8,9,0.2,Store,Wines,Medium
7426,1971,2n Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,2013,11,7,55,55,4648,2,4,198,12,0,16.5,6,0.25,Store,Wines,Low
9153,1964,PhD,Married,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,2013,7,29,62,62,4749,1,3,1048,28,0,37.42857142857143,12,0.10714285714285714,Store,MeatProducts,Low
10379,1962,Master,Single,59247.0,0,2,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,2013,11,8,64,64,4647,2,3,574,21,0,27.333333333333332,11,0.23809523809523808,Store,Wines,Low
9204,1970,Graduation,Widowed,66731.0,0,1,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,2012,9,12,56,56,5069,1,2,1029,17,0,60.529411764705884,7,0.23529411764705882,Store,Wines,Medium
3197,1980,Graduation,Married,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,2013,12,16,46,46,4609,1,3,670,20,0,33.5,10,0.1,Store,Wines,Medium
2920,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,2012,12,1,51,51,4989,1,2,990,16,0,61.875,10,0.125,Store,Wines,Low
6961,1974,Graduation,Married,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2014,5,22,52,52,4452,2,4,11,4,0,2.75,9,0.25,Store,MeatProducts,Medium
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,2012,10,30,63,63,5021,1,3,1241,21,2,59.095238095238095,15,0.14285714285714285,Web,Wines,High
9937,1979,Graduation,Single,70337.0,0,0,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,2014,1,2,47,47,4592,0,1,576,17,0,33.88235294117647,3,0.058823529411764705,Store,Wines,Low
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,2013,6,16,41,41,4792,1,3,172,12,2,14.333333333333334,13,0.3333333333333333,Web,MeatProducts,Medium
9596,1980,PhD,Single,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,2013,12,23,46,46,4602,0,1,664,20,0,33.2,5,0.05,Store,Wines,High
2891,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,2013,10,18,63,63,4668,1,2,928,23,0,40.34782608695652,14,0.08695652173913043,Catalog,Wines,Medium
4910,1967,Graduation,Divorced,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,2012,8,30,59,59,5082,0,1,2074,30,0,69.13333333333334,18,0.03333333333333333,Store,Wines,Low
75,1982,2n Cycle,Together,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,2013,7,25,44,44,4753,0,2,467,15,0,31.133333333333333,16,0.06666666666666667,Web,FishProducts,Medium
10120,1955,Graduation,Together,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,2013,10,24,71,71,4662,1,3,257,12,0,21.416666666666668,8,0.16666666666666666,Store,Wines,Low
6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,2013,12,19,59,59,4606,0,2,1146,17,0,67.41176470588235,3,0.058823529411764705,Catalog,Wines,Low
10142,1976,PhD,Divorced,66476.0,0,1,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,2013,3,7,50,50,4893,1,2,689,20,0,34.45,9,0.1,Store,Wines,Low
9826,1972,PhD,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,2012,9,12,54,54,5069,0,1,2114,22,1,96.0909090909091,7,0.045454545454545456,Store,Wines,Low
1501,1982,PhD,Married,117418.0,0,0,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,2012,8,4,44,44,5108,0,2,1717,44,0,39.02272727272727,0,0.3409090909090909,Catalog,MeatProducts,High
10767,1989,PhD,Together,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,2014,5,16,37,37,4458,0,2,1346,21,2,64.0952380952381,4,0.047619047619047616,Store,Wines,Medium
7279,1969,PhD,Together,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,2013,9,30,57,57,4686,0,2,1044,15,0,69.6,6,0.06666666666666667,Catalog,MeatProducts,High
7230,1960,PhD,Divorced,50611.0,0,1,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,2012,10,4,66,66,5047,1,2,493,22,2,22.40909090909091,10,0.2727272727272727,Store,Wines,Low
143,1970,Graduation,Single,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,2013,8,25,56,56,4722,0,1,957,13,0,73.61538461538461,7,0.07692307692307693,Web,Wines,Low
450,1958,Master,Together,42315.0,0,1,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,2013,7,12,68,68,4766,1,3,270,12,0,22.5,4,0.25,Catalog,MeatProducts,Low
9316,1952,Basic,Together,13084.0,0,0,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,2013,11,2,74,74,4653,0,2,29,5,0,5.8,7,0.2,Store,GoldProds,Medium
6379,1949,Master,Widowed,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,2013,5,29,77,77,4810,2,3,121,9,1,13.444444444444445,9,0.3333333333333333,Web,Wines,Medium
9239,1961,Master,Married,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,2013,7,26,65,65,4752,2,4,126,8,0,15.75,5,0.125,Store,Wines,Low
8315,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,2014,3,26,31,31,4509,0,1,23,4,0,5.75,7,0.25,Store,MeatProducts,Low
2868,1949,PhD,Single,26518.0,1,1,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,2013,4,8,77,77,4861,2,3,57,8,1,7.125,10,0.375,Store,MeatProducts,Medium
10888,1961,Graduation,Single,45938.0,0,0,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,2013,11,3,65,65,4652,0,1,636,20,0,31.8,14,0.1,Web,Wines,Medium
1277,1960,Graduation,Together,78468.0,0,0,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,2014,4,9,66,66,4495,0,2,1004,28,1,35.857142857142854,14,0.03571428571428571,Web,Wines,High
9977,1973,Graduation,Divorced,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,2013,9,17,53,53,4699,1,2,734,20,0,36.7,13,0.15,Web,Wines,Low
10196,1978,Graduation,Married,71427.0,2,0,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,2014,3,12,48,48,4523,2,4,614,20,0,30.7,12,0.1,Web,Wines,High
6384,1978,Graduation,Divorced,71022.0,0,1,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,2014,2,11,48,48,4552,1,2,1453,21,1,69.19047619047619,13,0.14285714285714285,Store,Wines,High
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,2014,4,29,38,38,4475,0,1,1621,15,4,108.06666666666666,4,0.06666666666666667,Store,Wines,High
968,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,2013,12,26,58,58,4599,1,2,187,12,0,15.583333333333334,11,0.25,Web,Wines,Medium
6988,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,2013,1,10,40,40,4949,1,3,1443,22,2,65.5909090909091,12,0.09090909090909091,Web,Wines,Low
4472,1970,PhD,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2014,6,27,56,56,4416,1,2,57,6,0,9.5,3,0.16666666666666666,Store,Wines,Medium
6991,1951,Graduation,Divorced,43185.0,0,1,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,2013,4,10,75,75,4859,1,2,637,20,0,31.85,17,0.1,Web,Wines,Low
3336,1948,PhD,Together,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,2013,11,21,78,78,4634,1,3,948,14,1,67.71428571428571,9,0.21428571428571427,Store,Wines,Low
4301,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,2013,1,10,55,55,4949,1,3,59,5,2,11.8,8,0.2,Store,Wines,Medium
1940,1986,Graduation,Married,25252.0,1,0,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,2013,7,12,40,40,4766,1,3,18,4,0,4.5,9,0.25,Store,GoldProds,Medium
1272,1965,Master,Single,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,2012,10,21,61,61,5030,1,2,903,26,0,34.73076923076923,12,0.15384615384615385,Store,Wines,Medium
1388,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,2013,2,20,51,51,4908,1,2,112,8,0,14.0,8,0.25,Store,GoldProds,Medium
1044,1953,Graduation,Together,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,2013,5,14,73,73,4825,0,2,596,20,0,29.8,9,0.15,Store,Wines,Medium
6969,1982,Graduation,Together,50272.0,1,0,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,2013,8,7,44,44,4740,1,3,233,13,0,17.923076923076923,11,0.23076923076923078,Store,Wines,Low
10479,1975,PhD,Married,76618.0,0,0,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,2012,12,7,51,51,4983,0,2,1511,11,0,137.36363636363637,4,0.09090909090909091,Store,Wines,Low
3619,1960,2n Cycle,Divorced,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,2012,9,23,66,66,5058,0,1,1152,17,2,67.76470588235294,7,0.058823529411764705,Store,MeatProducts,High
1715,1978,Graduation,Together,25851.0,1,0,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2013,2,11,48,48,4917,1,3,48,7,0,6.857142857142857,9,0.2857142857142857,Store,MeatProducts,Medium
10159,1970,Graduation,Divorced,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,2013,3,31,56,56,4869,1,2,1185,31,0,38.225806451612904,17,0.1935483870967742,Web,Wines,Low
1463,1958,Graduation,Single,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2014,3,29,68,68,4506,2,3,21,4,0,5.25,8,0.25,Store,Wines,Medium
5114,1965,Master,Married,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,2012,12,19,61,61,4971,1,3,965,16,0,60.3125,9,0.125,Web,Wines,High
4990,1954,Graduation,Married,59111.0,0,0,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,2013,5,2,72,72,4837,0,2,869,21,0,41.38095238095238,18,0.047619047619047616,Web,Wines,Low
4329,1984,PhD,Married,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,2014,5,23,42,42,4451,1,3,16,6,0,2.6666666666666665,8,0.3333333333333333,Store,Wines,Medium
10936,1965,Graduation,Married,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,2013,2,13,61,61,4915,0,2,1947,16,0,121.6875,8,0.0625,Catalog,Wines,Low
4692,1976,Graduation,Married,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,2012,8,1,50,50,5111,1,3,71,12,2,5.916666666666667,13,0.4166666666666667,Web,GoldProds,Medium
7212,1966,Graduation,Married,44794.0,0,1,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,2014,6,8,60,60,4435,1,3,65,6,0,10.833333333333334,8,0.16666666666666666,Store,Wines,Low
6086,1955,Graduation,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,2013,11,23,71,71,4632,0,2,1380,24,1,57.5,8,0.041666666666666664,Store,MeatProducts,Low
437,1976,Master,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,2014,1,25,50,50,4569,0,1,1027,23,0,44.65217391304348,4,0.043478260869565216,Store,Wines,Medium
11171,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,2013,10,11,61,61,4675,3,5,411,21,0,19.571428571428573,13,0.3333333333333333,Web,Wines,Medium
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,2013,4,15,35,35,4854,0,2,836,26,1,32.15384615384615,15,0.038461538461538464,Web,Wines,High
5329,1949,PhD,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2013,9,27,77,77,4689,2,3,11,4,0,2.75,5,0.25,Store,Wines,Medium
610,1953,PhD,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,2012,8,7,73,73,5105,2,4,480,23,0,20.869565217391305,15,0.34782608695652173,Web,Wines,Medium
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,2013,6,12,48,48,4796,2,4,606,23,0,26.347826086956523,7,0.30434782608695654,Store,Wines,Medium
5956,1948,PhD,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,2013,10,16,78,78,4670,3,4,284,16,0,17.75,14,0.3125,Web,Wines,Low
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,2013,10,9,53,53,4677,2,3,1472,14,3,105.14285714285714,9,0.21428571428571427,Web,Wines,Medium
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,2014,4,29,77,77,4475,0,2,1677,26,4,64.5,6,0.038461538461538464,Store,Wines,Medium
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,2013,3,29,53,53,4871,1,3,1335,19,0,70.26315789473684,12,0.10526315789473684,Web,Wines,Low
6255,1952,Master,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,2014,6,3,74,74,4440,1,3,334,13,0,25.692307692307693,6,0.07692307692307693,Store,Wines,Medium
6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2013,3,18,37,37,4882,1,3,18,4,0,4.5,8,0.25,Store,FishProducts,Medium
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,2012,8,9,57,57,5103,1,3,1338,20,0,66.9,11,0.1,Web,Wines,High
