Customer_Age,Income,Total_Spending,Recency,Customer_Tenure,Family_Size,Total_Children,Total_Purchases,Total_Campaign_Acceptance,NumWebPurchases,NumStorePurchases,NumCatalogPurchases
50,46310.0,309,99,4987,2,1,14,0,6,5,1
71,76005.0,1722,72,4906,2,0,22,1,3,13,5
62,58308.0,900,77,4947,2,1,15,0,2,3,6
82,55614.0,682,85,4628,1,0,20,1,9,6,4
64,59432.0,663,88,4856,2,1,22,0,5,11,3
48,55563.0,43,22,4499,2,1,6,0,2,3,0
55,78642.0,1816,83,4848,3,1,18,0,4,4,9
77,67911.0,976,63,4452,3,1,27,0,6,11,7
82,65275.0,746,9,4866,2,0,21,0,4,13,3
76,27203.0,64,92,5106,4,2,6,0,1,2,1
65,48330.0,32,2,4640,3,1,5,0,1,3,0
36,24279.0,263,6,4961,2,0,9,0,4,3,1
41,64355.0,1445,66,5088,3,1,21,0,4,12,3
70,50943.0,46,49,4787,3,1,5,0,1,3,0
73,53653.0,1210,29,5013,1,0,28,0,10,12,4
50,65665.0,945,77,4623,3,1,24,0,5,8,10
37,81217.0,1157,77,4759,1,0,22,0,3,11,7
34,34935.0,137,71,4787,2,0,8,0,2,4,1
67,61250.0,730,49,4974,2,1,25,0,5,12,2
45,39665.0,216,97,4814,3,1,12,1,4,3,2
47,60152.0,943,6,4872,2,1,23,0,6,12,4
62,48920.0,347,93,4666,4,2,16,1,6,5,2
67,89120.0,1924,78,4518,2,0,19,1,5,7,6
80,44124.0,397,62,4828,3,1,17,0,6,5,2
51,81169.0,2089,47,4855,1,0,22,0,5,9,7
65,36443.0,138,9,4925,4,2,11,0,3,3,1
36,26095.0,42,77,4778,2,1,5,0,1,3,0
67,71367.0,777,24,4724,2,0,17,0,4,7,5
82,80184.0,1902,19,4534,2,0,20,2,6,10,3
61,30630.0,52,67,4567,3,2,7,0,2,3,0
39,73454.0,1651,95,4534,1,0,13,1,2,6,4
35,42691.0,358,48,4731,2,0,13,0,5,6,1
73,70503.0,1727,73,5051,2,0,16,2,2,9,4
39,25545.0,210,35,5073,3,1,10,1,2,3,2
40,32880.0,42,76,4986,3,1,5,0,1,3,0
68,77863.0,1291,20,4628,2,0,20,0,4,10,5
49,50353.0,442,72,4435,2,0,15,0,4,6,4
62,61839.0,1895,20,5100,1,0,17,0,4,4,8
66,49154.0,411,69,4652,4,2,19,0,4,8,1
51,47682.0,521,80,4913,2,1,19,0,4,8,3
57,72679.0,1168,65,4698,2,1,17,0,4,5,7
49,57954.0,493,52,4425,4,2,23,1,8,6,2
64,65316.0,260,65,4845,4,2,12,0,3,5,2
44,28567.0,46,57,4791,2,1,7,0,2,3,0
75,47352.0,319,70,4858,3,1,16,0,6,5,1
59,44931.0,96,0,4576,3,1,7,0,2,3,1
59,76982.0,1062,19,4548,1,0,16,2,8,4,3
74,57247.0,232,50,4739,3,1,12,0,2,7,1
45,22944.0,76,67,4602,2,1,9,0,3,3,0
49,25315.0,54,46,4648,3,1,9,0,3,3,0
57,43638.0,201,37,5106,2,1,11,0,4,4,1
42,42710.0,406,38,4992,2,1,14,0,4,3,5
44,84169.0,1919,9,4740,2,0,20,3,7,6,6
50,54058.0,662,56,4804,3,1,20,0,4,8,6
36,24683.0,41,98,4527,3,1,8,0,2,4,0
62,85620.0,1600,68,4587,1,0,14,1,3,4,6
46,47850.0,134,72,4622,3,1,8,0,3,4,0
58,19514.0,69,47,4568,4,2,10,2,3,2,1
53,27159.0,21,33,4506,4,2,6,0,1,3,0
63,39548.0,54,87,4504,3,2,7,0,1,3,1
37,21474.0,91,0,4496,2,1,8,2,3,2,1
55,60504.0,526,73,4556,2,1,18,0,6,8,2
63,22419.0,162,74,4851,2,0,8,0,3,2,2
77,81698.0,1008,4,4649,2,0,25,1,3,13,8
74,43462.0,240,50,5069,4,2,16,0,4,5,1
48,54880.0,795,57,4899,2,1,21,0,6,11,2
44,79908.0,1772,30,4864,2,0,19,1,5,7,6
56,15315.0,64,27,4744,2,0,8,0,2,4,0
67,87771.0,1957,61,4817,3,1,20,5,5,4,10
48,33039.0,78,4,4707,3,1,7,0,2,4,0
46,81741.0,1572,75,4792,1,0,19,0,6,7,6
55,71499.0,795,12,4783,3,1,26,0,8,13,3
56,62466.0,889,13,4579,3,1,26,0,6,12,3
63,48799.0,331,9,4650,2,1,15,0,3,7,2
76,52157.0,265,48,4436,3,1,12,0,3,5,2
64,66565.0,1065,80,4985,2,1,19,0,4,9,2
75,29298.0,11,60,4709,4,2,4,0,1,2,0
47,47691.0,21,43,4773,2,1,4,0,1,2,0
56,38200.0,17,19,4983,4,2,4,0,1,2,0
52,44989.0,369,26,5069,3,1,16,0,5,5,1
58,38443.0,38,58,4567,4,2,6,0,1,3,0
48,38593.0,177,42,4703,2,1,11,0,4,3,1
56,64413.0,279,27,4746,3,1,12,0,5,5,1
45,36959.0,62,56,4684,3,1,7,0,2,3,0
49,61996.0,1230,27,4928,3,1,21,4,6,8,4
58,51287.0,182,10,4503,4,2,11,0,4,3,1
56,13260.0,49,48,4724,4,2,10,0,3,3,0
60,47472.0,75,39,4700,4,2,8,0,2,4,0
70,54603.0,227,85,4769,4,2,16,0,4,4,2
52,45207.0,215,64,5010,4,2,15,1,3,6,1
75,40689.0,444,69,4882,3,1,20,0,7,5,1
59,47821.0,47,54,4666,4,2,5,0,1,3,0
75,27450.0,143,57,4854,2,0,7,0,2,3,1
43,39453.0,55,64,4501,3,1,7,0,2,3,0
55,26850.0,63,10,4486,4,2,11,0,2,4,1
71,79800.0,1867,65,5058,1,0,22,4,5,5,11
65,61794.0,611,74,4702,3,1,20,0,4,10,4
71,53863.0,473,4,4457,3,1,18,1,7,7,1
67,24221.0,55,94,4727,2,0,6,0,1,3,1
42,39684.0,81,41,5039,2,1,7,1,2,2,1
51,92163.0,2086,25,4978,2,0,21,3,5,5,11
61,69882.0,1478,94,4645,1,0,20,0,3,9,7
49,33178.0,49,9,4564,3,1,5,0,1,3,0
54,59973.0,382,47,4705,2,0,15,0,3,7,4
51,17459.0,69,12,4697,3,1,9,1,3,2,1
57,23910.0,67,80,5025,2,1,6,0,2,3,0
57,42169.0,30,20,4667,4,2,6,0,1,3,0
48,26224.0,63,39,4804,3,1,9,0,2,3,1
45,31089.0,79,57,5095,3,1,10,0,3,4,0
65,30081.0,42,27,4907,2,1,5,0,1,3,0
66,62807.0,819,83,5081,3,1,23,0,5,12,3
71,72906.0,1151,79,4699,1,0,17,0,3,9,4
78,61467.0,594,69,4981,4,2,20,0,5,10,2
60,49618.0,129,77,4933,4,2,11,0,3,3,1
40,21888.0,213,15,4961,2,1,12,1,5,2,1
53,42429.0,67,99,4552,2,1,7,0,1,3,1
70,26150.0,28,61,4889,4,3,5,0,1,3,0
51,30801.0,45,23,5025,3,1,6,0,1,3,0
61,81168.0,1193,84,4467,2,0,18,1,6,7,4
57,26877.0,268,74,4728,1,0,12,0,3,6,1
82,45006.0,266,90,4760,1,0,12,0,3,7,1
53,18978.0,37,41,4979,3,1,5,0,1,3,0
59,22574.0,37,28,4658,5,3,7,0,2,3,0
57,48240.0,882,73,5011,1,0,25,1,6,13,3
52,45837.0,373,88,4752,4,2,18,0,6,5,2
61,35791.0,35,94,4833,4,3,6,0,1,3,0
50,117418.0,107,31,4805,4,2,1,0,0,1,0
48,54162.0,42,31,4882,3,2,5,0,1,3,0
66,30522.0,326,6,5095,3,1,17,0,1,9,2
65,54456.0,404,23,4767,3,1,17,0,6,7,1
55,31632.0,95,92,4764,1,0,6,0,2,2,1
77,72298.0,939,52,4525,1,0,14,2,4,6,3
48,36975.0,33,50,4597,2,1,5,0,1,3,0
71,72635.0,981,54,4805,2,0,21,1,6,6,8
50,13624.0,36,93,4939,3,1,7,0,2,3,0
51,84196.0,1237,56,4805,2,1,20,0,8,7,4
66,70971.0,1825,28,5060,3,1,34,1,11,5,11
49,34487.0,103,94,5075,3,2,9,0,3,3,0
49,28769.0,191,76,4972,2,1,12,0,4,4,1
56,69084.0,1586,43,4636,3,1,25,0,7,13,3
68,65488.0,963,46,4430,2,0,14,0,3,6,4
56,62466.0,889,13,4579,3,1,26,0,6,12,3
66,32218.0,93,27,4548,1,0,7,2,2,3,1
53,83917.0,1587,12,4851,1,0,21,1,6,7,7
64,46102.0,16,3,4525,4,3,4,0,1,2,0
74,84574.0,1375,72,4804,1,0,32,0,9,11,11
64,56181.0,393,6,4951,3,1,14,0,4,7,2
76,63120.0,1477,53,5053,2,1,26,1,8,9,4
55,73691.0,1179,58,4649,3,1,18,1,6,8,2
66,63381.0,1005,78,5046,3,1,26,0,4,13,5
78,76140.0,1348,57,4461,2,0,21,0,5,6,9
67,62859.0,1307,37,4960,2,1,23,0,9,6,4
62,45906.0,486,20,4832,2,1,15,1,5,4,4
79,77632.0,2252,73,4890,2,0,13,3,4,6,2
55,46463.0,235,56,4729,4,2,17,0,3,6,1
56,105471.0,1724,36,4938,2,0,30,3,9,13,8
56,55282.0,235,9,4612,2,1,11,0,3,6,1
49,78710.0,1092,42,4451,3,1,28,0,7,12,6
68,66886.0,599,28,4700,3,1,17,0,7,7,1
66,98777.0,2008,23,4546,1,0,19,1,4,9,6
41,29103.0,48,38,5085,3,1,6,0,1,3,0
52,67445.0,1174,63,5100,3,1,32,0,9,12,6
76,50616.0,67,71,4491,3,1,7,0,1,4,1
71,49431.0,365,9,5109,2,1,15,0,7,5,1
51,117418.0,6,81,4556,1,0,0,0,0,0,0
73,61278.0,165,87,4590,3,1,10,0,3,4,1
68,26490.0,210,92,5059,2,0,11,0,3,5,1
79,73059.0,1095,36,4716,3,1,26,0,9,13,3
60,46734.0,223,86,4665,4,3,12,1,3,3,2
63,56253.0,597,83,4983,3,1,22,0,7,9,2
41,19986.0,22,74,4641,3,1,4,0,0,3,0
51,58330.0,1064,87,4600,2,1,24,0,6,13,4
46,25965.0,74,29,5074,2,0,6,0,2,3,0
70,14661.0,26,88,4958,2,0,5,0,1,3,0
67,18690.0,60,77,4962,2,0,5,0,1,2,1
52,45068.0,20,25,4823,3,1,4,0,1,2,0
39,21063.0,59,34,4691,2,1,7,0,2,3,0
58,29187.0,34,43,4830,3,1,5,0,1,3,0
55,54690.0,198,76,4648,4,2,12,0,3,5,1
62,59304.0,1048,81,4749,3,1,28,0,7,10,8
64,59247.0,574,87,4647,3,2,21,0,5,9,2
56,66731.0,1029,33,5069,2,1,17,0,4,6,3
46,77353.0,670,38,4609,3,1,20,0,6,8,4
51,52614.0,990,63,4989,2,1,16,0,2,8,4
52,26751.0,11,26,4452,4,2,4,0,1,2,0
63,81300.0,1241,17,5021,3,1,21,2,10,5,3
47,70337.0,576,75,4592,1,0,17,0,2,12,2
41,36145.0,172,13,4792,3,1,12,2,4,3,1
46,65295.0,664,19,4602,1,0,20,0,3,13,3
63,68118.0,928,51,4668,2,1,23,0,8,4,9
59,68743.0,2074,81,5082,1,0,30,0,11,13,5
44,41039.0,467,32,4753,2,0,15,0,8,5,1
71,38946.0,257,84,4662,3,1,12,0,3,6,1
59,65777.0,1146,87,4606,2,0,17,0,2,6,8
50,66476.0,689,99,4893,2,1,20,0,5,11,2
54,86857.0,2114,96,5069,1,0,22,1,5,10,6
44,117418.0,1717,21,5108,2,0,44,0,0,1,28
37,77845.0,1346,40,4458,2,0,21,2,3,12,5
57,69476.0,1044,3,4686,2,0,15,0,4,4,6
66,50611.0,493,98,5047,2,1,22,2,4,7,5
56,61209.0,957,73,4722,1,0,13,0,5,4,3
68,42315.0,270,90,4766,3,1,12,0,1,4,4
74,13084.0,29,29,4653,2,0,5,0,1,3,0
77,47570.0,121,3,4810,3,2,9,1,2,2,2
65,61923.0,126,94,4752,4,2,8,0,2,4,1
31,34824.0,23,65,4509,1,0,4,0,1,2,0
77,26518.0,57,33,4861,3,2,8,1,2,3,0
65,45938.0,636,46,4652,1,0,20,0,8,6,4
66,78468.0,1004,29,4495,2,0,28,1,10,10,7
53,78901.0,734,99,4699,2,1,20,0,9,5,3
48,71427.0,614,26,4523,4,2,20,0,8,8,2
48,71022.0,1453,30,4552,2,1,21,1,5,11,2
38,90247.0,1621,27,4475,1,0,15,4,3,7,4
58,41335.0,187,24,4599,2,1,12,0,4,4,1
40,71952.0,1443,93,4949,3,1,22,2,8,8,4
56,35682.0,57,34,4416,2,1,6,0,1,3,1
75,43185.0,637,88,4859,2,1,20,0,9,6,3
78,66375.0,948,96,4634,3,1,14,1,2,5,4
55,35178.0,59,10,4949,3,1,5,2,1,2,1
40,25252.0,18,26,4766,3,1,4,0,1,2,0
61,55250.0,903,49,5030,2,1,26,0,7,10,5
51,33249.0,112,11,4908,2,1,8,0,2,3,1
73,58398.0,596,44,4825,2,0,20,0,5,8,4
44,50272.0,233,75,4740,3,1,13,0,4,5,1
51,76618.0,1511,64,4983,2,0,11,0,3,5,2
66,87305.0,1152,19,5058,1,0,17,2,5,8,3
48,25851.0,48,45,4917,3,1,7,0,2,3,0
56,58710.0,1185,77,4869,2,1,31,0,11,9,5
68,45160.0,21,9,4506,3,2,4,0,1,2,0
61,74806.0,965,1,4971,3,1,16,0,5,5,4
72,59111.0,869,90,4837,2,0,21,0,11,8,1
42,18988.0,16,43,4451,3,1,6,0,1,3,0
61,72190.0,1947,79,4915,2,0,16,0,5,4,6
50,7500.0,71,19,5111,3,1,12,2,4,2,1
60,44794.0,65,99,4435,3,1,6,0,2,3,0
71,80395.0,1380,62,4632,2,0,24,1,6,12,5
50,75012.0,1027,41,4569,1,0,23,0,3,11,8
61,56962.0,411,60,4675,5,3,21,0,6,5,3
35,89891.0,836,17,4854,2,0,26,1,11,8,6
77,35946.0,11,24,4689,3,2,4,0,0,3,0
73,53593.0,480,60,5105,4,2,23,0,7,6,2
48,66373.0,606,57,4796,4,2,23,0,4,10,2
78,45072.0,284,74,4670,4,3,16,0,6,4,1
53,89694.0,1472,22,4677,3,2,14,3,4,4,3
77,72025.0,1677,46,4475,2,0,26,4,4,13,8
53,67432.0,1335,69,4871,3,1,19,0,8,4,5
74,70545.0,334,29,4440,3,1,13,0,4,7,1
37,17487.0,18,37,4882,3,1,4,0,1,2,0
57,62882.0,1338,26,5103,3,1,20,0,7,6,5
73,64108.0,1099,8,4877,2,1,30,0,6,11,9
70,34941.0,97,26,4894,4,2,8,0,3,3,0
76,48767.0,63,79,4593,4,3,9,0,2,3,1
48,38702.0,109,71,4746,3,1,9,0,3,4,0
62,82224.0,902,83,4569,2,0,21,1,6,5,9
74,83844.0,1574,57,4827,2,0,20,1,4,11,4
51,17003.0,38,37,4616,3,1,9,0,2,4,0
31,71163.0,960,30,4526,1,0,24,0,3,12,8
56,33697.0,28,34,4701,2,1,4,1,1,2,0
72,63564.0,1215,0,4565,2,0,28,2,10,7,10
54,83443.0,1497,89,4594,2,0,22,0,6,5,10
68,51518.0,449,92,4683,3,1,17,0,3,10,2
51,58330.0,1064,87,4600,2,1,24,0,6,13,4
57,80952.0,1757,20,4900,2,0,25,4,8,11,5
47,75507.0,1440,56,4472,2,0,21,0,8,6,6
48,63855.0,1006,28,4919,2,0,24,0,7,13,3
54,62220.0,1226,55,5101,3,1,23,1,7,5,6
62,58512.0,1171,25,4697,3,1,20,0,3,8,4
47,40662.0,92,0,4885,3,1,8,0,2,3,1
67,38829.0,99,86,4498,3,1,8,0,3,2,2
45,35523.0,66,8,4683,3,1,8,0,3,3,0
59,79146.0,564,33,4480,3,2,19,0,8,8,1
38,78285.0,1427,13,4658,2,0,21,0,6,10,4
48,31626.0,86,12,4829,2,1,6,2,2,2,1
74,75127.0,833,92,4452,1,0,19,0,2,5,11
71,48726.0,242,90,4842,3,1,12,0,3,4,2
49,74985.0,1869,8,5070,2,0,17,0,3,7,6
39,67430.0,1364,6,5076,2,0,29,0,11,12,5
61,46891.0,183,91,4715,3,1,8,0,2,4,1
70,62058.0,450,52,4813,3,1,18,0,6,7,1
47,72063.0,758,3,4775,3,1,21,0,5,12,2
75,78939.0,1507,57,4613,2,0,20,0,8,6,5
61,42720.0,654,9,4845,3,2,25,1,7,7,3
54,33622.0,81,22,4856,4,2,9,0,2,4,0
69,6835.0,137,76,4982,3,1,1,0,0,1,0
73,41452.0,16,86,4894,4,2,4,0,1,2,0
61,40760.0,93,64,4717,2,1,8,0,2,3,1
68,74250.0,1158,90,4568,2,0,18,0,2,4,11
71,51124.0,43,79,4607,3,2,6,0,1,3,0
55,72258.0,1525,28,4704,2,1,22,0,6,5,9
52,71466.0,1230,86,4499,1,0,19,0,4,10,4
50,36283.0,29,42,4490,4,2,6,0,1,3,0
56,20587.0,25,39,4463,2,1,5,0,1,2,1
54,30467.0,24,8,4516,3,1,4,0,1,2,0
54,31590.0,38,40,4790,3,1,5,0,1,3,0
40,20425.0,57,5,5022,3,1,7,0,2,3,0
66,17144.0,47,96,4548,4,2,12,0,3,4,0
58,42564.0,813,28,4957,2,1,24,2,6,4,8
48,43783.0,629,22,4445,3,1,22,1,7,8,1
50,40780.0,377,30,5073,2,1,17,0,7,5,1
81,62847.0,1612,45,4944,2,0,14,0,3,4,6
69,82017.0,729,58,5013,2,0,17,4,5,7,4
76,16813.0,50,49,4759,1,0,6,1,2,3,0
48,51267.0,270,37,4657,4,2,15,0,3,5,3
65,46524.0,177,70,4864,2,1,9,0,1,5,1
64,45183.0,315,33,4939,1,0,13,1,4,7,1
72,70421.0,767,98,4415,3,1,23,0,10,7,3
61,60161.0,1071,17,5028,2,1,26,0,11,8,4
53,73926.0,1580,54,4898,2,0,24,0,6,12,5
58,19329.0,60,39,4611,3,1,10,0,4,3,0
56,61872.0,573,81,4612,3,1,21,0,4,9,4
70,46984.0,41,71,4874,3,2,5,0,1,3,0
75,34838.0,170,62,4940,4,2,10,0,2,4,1
82,82716.0,1167,8,4650,1,0,28,0,6,13,8
68,48192.0,1526,76,4863,2,0,25,4,2,12,8
50,49681.0,458,66,4651,4,2,21,0,7,7,1
55,56850.0,63,83,4512,3,1,6,0,1,3,1
69,55267.0,405,28,4665,3,1,17,0,3,6,4
54,59666.0,1027,87,4878,4,2,20,1,3,8,2
54,72504.0,1478,43,4863,2,1,22,0,5,6,9
45,26872.0,72,0,4670,2,0,5,0,1,2,1
54,21359.0,48,1,4849,2,1,7,1,2,3,0
51,73170.0,726,1,4443,1,0,16,0,5,6,4
71,52750.0,860,72,4924,3,1,27,0,5,9,7
40,91820.0,1497,72,4632,2,0,22,0,5,12,5
56,65968.0,495,12,4462,3,1,18,0,5,7,4
50,30772.0,20,89,4523,4,2,4,0,1,2,0
72,22507.0,570,67,4996,1,0,19,0,10,4,2
54,65685.0,769,54,4506,3,1,21,0,9,9,2
48,25804.0,55,34,4715,3,1,7,0,2,3,0
46,76412.0,1808,15,4834,1,0,18,3,5,8,4
54,22063.0,55,43,4739,3,1,7,0,2,3,0
65,57091.0,577,0,4428,1,0,18,2,7,7,3
63,22419.0,162,74,4851,2,0,8,0,3,2,2
67,87771.0,1957,61,4817,3,1,20,5,5,4,10
67,78353.0,1576,51,4853,2,1,24,0,10,11,2
72,93404.0,1616,97,4832,5,3,17,2,3,7,4
64,37859.0,36,75,4947,4,3,6,0,1,3,0
68,80995.0,1482,83,4828,2,1,22,0,8,4,9
42,16529.0,22,23,4534,3,1,5,0,1,3,0
50,55412.0,63,65,4633,3,2,6,0,2,3,0
34,48789.0,680,94,5071,1,0,18,0,6,7,4
59,56575.0,542,42,4834,4,2,20,0,7,7,3
46,25130.0,50,10,4684,3,1,7,0,2,3,0
59,35441.0,39,94,4914,4,2,6,0,1,3,0
70,71391.0,1043,50,4871,3,1,28,0,6,12,5
54,49494.0,385,46,4844,2,1,14,0,6,5,1
46,81702.0,1633,98,5058,1,0,27,0,7,12,7
46,45889.0,46,42,4776,2,1,5,0,1,3,0
49,56628.0,761,30,4514,2,1,20,1,7,5,6
76,34026.0,76,11,4742,4,2,9,0,2,3,1
52,40049.0,290,61,4991,3,1,14,0,3,6,2
38,34176.0,89,12,4462,2,1,11,0,3,4,0
45,19419.0,70,76,5010,3,1,11,0,4,3,0
66,82504.0,1066,2,4751,2,0,17,0,3,7,6
56,81205.0,2009,43,4581,2,0,19,4,5,7,6
35,61618.0,1345,27,5052,1,0,19,0,3,8,6
70,55284.0,764,60,4966,2,1,23,0,7,8,5
63,49980.0,195,79,4663,2,1,11,0,3,5,1
46,15072.0,53,96,4829,4,2,11,0,3,3,1
52,49166.0,368,17,4795,2,1,13,0,5,3,3
72,65324.0,544,0,4583,3,1,20,0,6,9,2
69,82347.0,1853,38,5014,2,0,25,2,7,10,7
60,30843.0,35,43,4448,4,2,6,1,1,2,1
52,46374.0,446,1,4518,3,1,18,3,7,7,1
47,60474.0,1180,25,4868,2,1,31,0,10,12,2
53,38576.0,41,2,4531,3,1,5,0,1,3,0
41,55357.0,727,66,4909,4,2,22,0,6,11,2
60,37758.0,40,49,5047,4,2,6,0,1,3,0
37,85710.0,1062,5,4834,2,0,26,1,6,10,9
57,23228.0,40,71,4568,3,1,7,0,2,3,0
57,44602.0,292,35,4548,4,2,17,0,6,4,1
39,7500.0,15,94,4950,2,0,4,0,0,3,0
37,38683.0,341,80,5047,3,1,17,0,4,6,1
51,49514.0,369,61,4608,2,1,13,0,6,4,1
53,57906.0,401,29,4797,3,1,17,0,4,8,2
60,43456.0,393,0,4874,2,1,17,0,5,8,1
40,19485.0,10,80,4692,3,2,4,0,1,2,0
48,53172.0,486,54,4833,3,1,16,0,2,8,3
47,30545.0,69,71,5034,3,1,7,0,2,3,0
43,70123.0,1727,27,4688,2,0,17,2,5,4,7
67,62450.0,995,61,4588,2,1,16,1,5,4,5
50,21675.0,45,55,4432,3,1,10,0,4,3,0
45,42395.0,182,35,4500,3,2,12,0,3,4,1
48,61346.0,989,34,4680,3,1,23,0,5,10,7
73,80812.0,1677,95,4699,2,0,18,3,4,5,8
55,42835.0,595,64,4778,3,2,23,0,6,4,6
43,39922.0,156,30,4914,3,1,9,0,3,4,0
70,86424.0,1226,12,4499,1,0,28,0,6,12,9
48,17117.0,128,96,4942,3,1,11,0,3,3,1
54,24762.0,86,16,4553,2,1,9,2,3,2,1
51,35797.0,68,16,5035,3,1,7,0,2,3,0
51,36627.0,16,78,4755,3,2,4,0,0,3,0
45,51111.0,55,83,4424,4,2,7,0,2,3,0
54,86857.0,2114,96,5069,1,0,22,1,5,10,6
56,82072.0,2018,67,4776,2,0,19,0,3,13,2
73,46231.0,263,87,4994,4,3,15,0,6,4,1
67,42243.0,55,34,4614,4,2,7,0,2,3,0
64,51195.0,564,46,4868,4,2,24,0,9,5,2
48,68092.0,1281,7,4609,1,0,20,0,2,10,6
53,31814.0,83,73,4919,3,1,7,1,2,3,0
61,51390.0,353,54,5073,3,2,18,0,5,5,2
43,76630.0,1003,93,4580,2,0,25,0,3,11,10
35,26868.0,14,52,4474,2,1,4,0,1,2,0
83,48948.0,902,53,4927,1,0,24,2,7,5,10
54,55260.0,1139,81,4978,2,1,25,0,8,5,10
70,64090.0,797,8,4740,3,1,20,1,6,4,9
68,78331.0,1638,97,4571,2,1,25,0,10,7,6
52,37087.0,401,50,4736,3,1,17,0,4,8,2
40,21846.0,84,38,4664,2,1,11,0,4,3,0
68,81320.0,928,61,4922,2,0,18,0,4,10,3
56,54137.0,203,46,4731,2,1,11,0,4,4,1
59,66825.0,858,73,4764,2,0,16,0,4,6,5
53,57100.0,409,19,4621,2,0,13,0,3,6,3
57,58917.0,282,10,4876,5,3,16,0,4,6,1
49,85072.0,1423,94,4495,1,0,18,0,3,10,4
65,86429.0,1449,10,4634,1,0,18,2,7,7,4
55,45684.0,28,37,4623,2,1,4,0,1,2,0
52,47889.0,67,94,4590,3,1,6,0,2,3,0
40,45921.0,199,23,4525,2,0,10,0,2,6,1
60,78420.0,1453,75,4779,1,0,22,0,3,8,10
34,75114.0,1253,40,4648,2,0,19,0,3,5,10
63,52278.0,1198,24,4934,2,1,31,1,10,10,5
54,35641.0,178,11,4764,3,1,10,1,3,4,1
32,95529.0,1990,29,4987,1,0,18,2,7,7,3
72,62820.0,976,51,4828,2,0,14,0,3,6,4
66,73113.0,1001,86,4599,2,0,15,0,3,7,4
44,84169.0,1919,9,4740,2,0,20,3,7,6,6
72,42607.0,350,30,4638,2,1,14,0,3,7,2
72,74637.0,1650,73,4821,1,0,25,1,6,9,9
71,46015.0,46,25,4491,4,2,5,2,1,3,0
33,72354.0,1228,67,4852,1,0,19,0,2,6,10
57,39858.0,95,67,4935,2,1,7,1,2,4,0
78,34469.0,62,58,4470,4,2,9,0,1,4,1
40,83033.0,1761,82,4456,3,1,26,1,11,10,4
47,24401.0,467,98,5081,2,0,16,0,6,6,1
48,77583.0,1149,93,4553,2,0,19,1,4,9,5
44,74116.0,2052,53,4595,1,0,19,1,4,10,4
33,74293.0,1127,66,4470,1,0,16,0,5,6,4
50,68397.0,1416,6,4638,3,1,21,0,6,5,9
52,79632.0,1113,42,4496,2,0,20,0,6,9,4
37,46107.0,125,78,4553,2,1,7,0,1,4,1
75,64950.0,966,29,5100,2,1,25,1,11,10,2
37,25443.0,32,82,4968,3,1,5,0,1,3,0
74,75127.0,833,92,4452,1,0,19,0,2,5,11
55,32892.0,46,78,4449,3,1,8,0,3,3,0
55,71796.0,960,54,4662,2,0,17,0,9,4,3
56,67536.0,1829,45,4817,3,1,30,1,11,11,5
55,55239.0,779,59,4764,2,1,26,0,7,11,5
51,60554.0,811,8,4738,2,1,23,0,8,9,4
74,64831.0,1120,51,4798,3,2,22,0,6,5,3
64,56067.0,725,51,4758,3,1,20,0,7,7,4
43,82025.0,1187,76,4811,1,0,12,2,3,6,2
73,94384.0,2302,62,4896,2,0,18,4,5,5,8
40,14906.0,66,86,4968,1,0,9,0,2,3,1
39,51563.0,1250,60,5050,2,0,19,2,4,10,4
44,57937.0,683,56,4547,3,1,20,0,4,9,4
47,68274.0,305,83,4686,3,2,13,0,4,5,2
49,39771.0,50,92,4619,3,1,6,0,2,3,0
51,67893.0,995,31,5050,2,1,16,0,3,9,2
47,27922.0,41,80,4464,3,1,6,0,2,3,0
50,52190.0,77,39,4466,4,2,9,1,2,3,1
53,44051.0,171,20,4930,3,2,12,1,3,4,1
55,42767.0,131,53,4828,3,2,7,0,3,2,1
50,46106.0,54,84,4463,4,2,5,0,1,2,1
50,16927.0,53,50,4918,4,2,12,0,3,4,0
61,59754.0,475,96,4989,3,1,16,1,5,6,2
74,53700.0,694,94,5095,2,1,22,0,5,8,5
53,59041.0,96,25,4467,4,2,8,0,2,4,0
69,54237.0,361,48,4842,2,1,16,0,5,5,2
59,70647.0,1079,65,5060,2,1,26,0,4,13,7
64,52597.0,578,69,4467,2,1,20,0,6,8,3
57,41021.0,64,12,4960,3,1,7,1,2,3,0
51,40233.0,149,84,4672,3,1,13,0,2,5,1
46,50183.0,231,47,4418,4,2,17,0,3,6,1
67,54753.0,728,87,4704,3,1,21,0,5,11,2
53,92955.0,1778,35,4728,2,0,23,3,6,9,7
53,33471.0,93,47,5039,3,1,10,0,3,4,0
52,34596.0,23,48,4856,3,1,4,1,1,2,0
46,44010.0,662,46,5038,3,1,24,0,10,6,2
38,84219.0,1198,27,4561,2,0,18,0,3,10,4
58,40706.0,81,37,4942,5,3,11,0,3,4,0
38,15716.0,92,8,5008,3,1,10,0,3,4,0
67,59052.0,491,29,4638,2,1,18,0,7,7,1
55,80573.0,1564,85,5037,2,0,24,0,4,13,6
64,83715.0,926,2,4560,2,0,24,0,2,13,8
67,82576.0,1910,66,5111,2,0,19,1,2,12,4
61,56962.0,411,60,4675,5,3,21,0,6,5,3
74,35704.0,94,54,4591,4,2,9,0,2,4,0
72,53103.0,1085,70,4704,3,1,28,1,10,7,6
66,46779.0,23,55,4766,3,2,4,0,0,2,1
61,4861.0,6,20,4421,1,0,0,0,0,0,0
